"filename", "language", "Rust", "TOML", "Markdown", "CSV", "Properties", "YAML", "Ignore", "XML", "comment", "blank", "total"
"d:\mgr\server\router\src\admin\mod.rs", "Rust", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\mgr\server\router\src\admin\sys_access_key_route.rs", "Rust", 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"d:\mgr\server\router\src\admin\sys_authentication_route.rs", "Rust", 42, 0, 0, 0, 0, 0, 0, 0, 4, 9, 55
"d:\mgr\server\router\src\admin\sys_domain_route.rs", "Rust", 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"d:\mgr\server\router\src\admin\sys_endpoint_route.rs", "Rust", 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"d:\mgr\server\router\src\admin\sys_login_log_route.rs", "Rust", 21, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"d:\mgr\server\router\src\admin\sys_menu_route.rs", "Rust", 62, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"d:\mgr\server\router\src\admin\sys_operation_log_route.rs", "Rust", 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"d:\mgr\server\router\src\admin\sys_organization_route.rs", "Rust", 21, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\mgr\server\router\src\admin\sys_role_route.rs", "Rust", 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"d:\mgr\server\router\src\admin\sys_sandbox_route.rs", "Rust", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\mgr\server\router\src\admin\sys_user_route.rs", "Rust", 53, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
"d:\mgr\server\router\src\lib.rs", "Rust", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\mgr\server\service\Cargo.toml", "TOML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\mgr\server\service\src\admin\dto\mod.rs", "Rust", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\mgr\server\service\src\admin\dto\sys_auth_dto.rs", "Rust", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\mgr\server\service\src\admin\errors\mod.rs", "Rust", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\mgr\server\service\src\admin\errors\sys_access_key_error.rs", "Rust", 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"d:\mgr\server\service\src\admin\errors\sys_domain_error.rs", "Rust", 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"d:\mgr\server\service\src\admin\errors\sys_menu_error.rs", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"d:\mgr\server\service\src\admin\errors\sys_role_error.rs", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"d:\mgr\server\service\src\admin\errors\sys_user_error.rs", "Rust", 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"d:\mgr\server\service\src\admin\event\access_token_event.rs", "Rust", 45, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
"d:\mgr\server\service\src\admin\event\login_log_event.rs", "Rust", 39, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"d:\mgr\server\service\src\admin\event\mod.rs", "Rust", 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\mgr\server\service\src\admin\event_handler\auth_event_handler.rs", "Rust", 48, 0, 0, 0, 0, 0, 0, 0, 2, 9, 59
"d:\mgr\server\service\src\admin\event_handler\mod.rs", "Rust", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\mgr\server\service\src\admin\mod.rs", "Rust", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"d:\mgr\server\service\src\admin\sys_access_key_service.rs", "Rust", 168, 0, 0, 0, 0, 0, 0, 0, 4, 32, 204
